a0,b1,c2,d3,e4,g5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17,s18,t19
464,comm1,38076637,99379,RANK_1STSGT,RANK_1STSGT_FULL48,icon_alien_rank_comm46,38176016,ranked_up_465,,,,,,465,465,,RANK_SGT_FULL_N,,0
465,comm1,38176016,99416,RANK_1STSGT,RANK_1STSGT_FULL49,icon_alien_rank_comm47,38275432,ranked_up_466,,,,,,466,466,,RANK_SGT_FULL_N,,0
466,comm1,38275432,99454,RANK_1STSGT,RANK_1STSGT_FULL50,icon_alien_rank_comm48,38374886,ranked_up_467,,,,,,467,467,,RANK_SGT_FULL_N,,0
467,comm1,38374886,99492,RANK_1STSGT,RANK_1STSGT_FULL51,icon_alien_rank_comm49,38474378,ranked_up_468,,,,,,468,468,,RANK_SGT_FULL_N,,0
468,comm1,38474378,99529,RANK_1STSGT,RANK_1STSGT_FULL52,icon_alien_rank_comm50,38573907,ranked_up_469,,,,,,469,469,,RANK_SGT_FULL_N,,0
469,comm1,38573907,99567,RANK_1STSGT,RANK_1STSGT_FULL53,icon_alien_rank_comm51,38673474,ranked_up_470,,,,,,470,470,,RANK_SGT_FULL_N,,0
470,comm1,38673474,99604,RANK_1STSGT,RANK_1STSGT_FULL54,icon_alien_rank_comm52,38773078,ranked_up_471,,,,,,471,471,,RANK_SGT_FULL_N,,0
471,comm1,38773078,99641,RANK_1STSGT,RANK_1STSGT_FULL55,icon_alien_rank_comm53,38872720,ranked_up_472,,,,,,472,472,,RANK_SGT_FULL_N,,0
472,comm1,38872720,99679,RANK_1STSGT,RANK_1STSGT_FULL56,icon_alien_rank_comm54,38972399,ranked_up_473,,,,,,473,473,,RANK_SGT_FULL_N,,0
473,comm1,38972399,99716,RANK_1STSGT,RANK_1STSGT_FULL57,icon_alien_rank_comm55,39072114,ranked_up_474,,,,,,474,474,,RANK_SGT_FULL_N,,0
474,comm1,39072114,99753,RANK_1STSGT,RANK_1STSGT_FULL58,icon_alien_rank_comm56,39171867,ranked_up_475,,,,,,475,475,,RANK_SGT_FULL_N,,0
475,comm1,39171867,99790,RANK_1STSGT,RANK_1STSGT_FULL59,icon_alien_rank_comm57,39271657,ranked_up_476,,,,,,476,476,,RANK_SGT_FULL_N,,0
476,comm1,39271657,99827,RANK_1STSGT,RANK_1STSGT_FULL60,icon_alien_rank_comm58,39371484,ranked_up_477,,,,,,477,477,,RANK_SGT_FULL_N,,0
477,comm1,39371484,99864,RANK_1STSGT,RANK_1STSGT_FULL61,icon_alien_rank_comm59,39471348,ranked_up_478,,,,,,478,478,,RANK_SGT_FULL_N,,0
478,comm1,39471348,99900,RANK_1STSGT,RANK_1STSGT_FULL62,icon_alien_rank_comm60,39571248,ranked_up_479,,,,,,479,479,,RANK_SGT_FULL_N,,0
479,comm1,39571248,99937,RANK_1STSGT,RANK_1STSGT_FULL63,icon_alien_rank_comm61,39671185,ranked_up_480,,,,,,480,480,,RANK_SGT_FULL_N,,0
480,comm1,39671185,99974,RANK_1STSGT,RANK_1STSGT_FULL64,icon_alien_rank_comm62,39771159,ranked_up_481,,,,,,481,481,,RANK_SGT_FULL_N,,0
481,comm1,39771159,100010,RANK_1STSGT,RANK_1STSGT_FULL65,icon_alien_rank_comm63,39871169,ranked_up_482,,,,,,482,482,,RANK_SGT_FULL_N,,0
482,comm1,39871169,100047,RANK_1STSGT,RANK_1STSGT_FULL66,icon_alien_rank_comm64,39971216,ranked_up_483,,,,,,483,483,,RANK_SGT_FULL_N,,0
483,comm1,39971216,100083,RANK_1STSGT,RANK_1STSGT_FULL67,icon_alien_rank_comm65,40071299,ranked_up_484,,,,,,484,484,,RANK_SGT_FULL_N,,0
484,comm1,40071299,100119,RANK_1STSGT,RANK_1STSGT_FULL68,icon_alien_rank_comm66,40171418,ranked_up_485,,,,,,485,485,,RANK_SGT_FULL_N,,0
485,comm1,40171418,100156,RANK_1STSGT,RANK_1STSGT_FULL69,icon_alien_rank_comm67,40271574,ranked_up_486,,,,,,486,486,,RANK_SGT_FULL_N,,0
486,comm1,40271574,100192,RANK_1STSGT,RANK_1STSGT_FULL70,icon_alien_rank_comm68,40371766,ranked_up_487,,,,,,487,487,,RANK_SGT_FULL_N,,0
487,comm1,40371766,100228,RANK_1STSGT,RANK_1STSGT_FULL71,icon_alien_rank_comm69,40471993,ranked_up_488,,,,,,488,488,,RANK_SGT_FULL_N,,0
488,comm1,40471993,100264,RANK_1STSGT,RANK_1STSGT_FULL72,icon_alien_rank_comm70,40572257,ranked_up_489,,,,,,489,489,,RANK_SGT_FULL_N,,0
489,comm1,40572257,100300,RANK_1STSGT,RANK_1STSGT_FULL73,icon_alien_rank_comm71,40672557,ranked_up_490,,,,,,490,490,,RANK_SGT_FULL_N,,0
490,comm1,40672557,100336,RANK_1STSGT,RANK_1STSGT_FULL74,icon_alien_rank_comm72,40772893,ranked_up_491,,,,,,491,491,,RANK_SGT_FULL_N,,0
491,comm1,40772893,100371,RANK_1STSGT,RANK_1STSGT_FULL75,icon_alien_rank_comm73,40873264,ranked_up_492,,,,,,492,492,,RANK_SGT_FULL_N,,0
492,comm1,40873264,100407,RANK_1STSGT,RANK_1STSGT_FULL76,icon_alien_rank_comm74,40973671,ranked_up_493,,,,,,493,493,,RANK_SGT_FULL_N,,0
493,comm1,40973671,100443,RANK_1STSGT,RANK_1STSGT_FULL77,icon_alien_rank_comm75,41074114,ranked_up_494,,,,,,494,494,,RANK_SGT_FULL_N,,0
494,comm1,41074114,100478,RANK_1STSGT,RANK_1STSGT_FULL78,icon_alien_rank_comm76,41174592,ranked_up_495,,,,,,495,495,,RANK_SGT_FULL_N,,0
495,comm1,41174592,100514,RANK_1STSGT,RANK_1STSGT_FULL79,icon_alien_rank_comm77,41275106,ranked_up_496,,,,,,496,496,,RANK_SGT_FULL_N,,0
496,comm1,41275106,100549,RANK_1STSGT,RANK_1STSGT_FULL80,icon_alien_rank_comm78,41375656,ranked_up_497,,,,,,497,497,,RANK_SGT_FULL_N,,0
497,comm1,41375656,100585,RANK_1STSGT,RANK_1STSGT_FULL81,icon_alien_rank_comm79,41476240,ranked_up_498,,,,,,498,498,,RANK_SGT_FULL_N,,0
498,comm1,41476240,100620,RANK_1STSGT,RANK_1STSGT_FULL82,icon_alien_rank_comm80,41576860,ranked_up_499,,,,,,499,499,,RANK_SGT_FULL_N,,0
499,comm1,41576860,100655,RANK_1STSGT,RANK_1STSGT_FULL83,icon_alien_rank_comm81,41677515,ranked_up_500,,,,,,500,500,,RANK_SGT_FULL_N,,0
500,comm1,41677515,100690,RANK_1STSGT,RANK_1STSGT_FULL84,icon_alien_rank_comm82,41778206,ranked_up_501,,,,,,501,501,,RANK_SGT_FULL_N,,0
501,comm1,41778206,100725,RANK_1STSGT,RANK_1STSGT_FULL85,icon_alien_rank_comm83,41878931,ranked_up_502,,,,,,502,502,,RANK_SGT_FULL_N,,0
502,comm1,41878931,100760,RANK_1STSGT,RANK_1STSGT_FULL86,icon_alien_rank_comm84,41979691,ranked_up_503,,,,,,503,503,,RANK_SGT_FULL_N,,0
503,comm1,41979691,100795,RANK_1STSGT,RANK_1STSGT_FULL87,icon_alien_rank_comm85,42080487,ranked_up_504,,,,,,504,504,,RANK_SGT_FULL_N,,0
504,comm1,42080487,100830,RANK_1STSGT,RANK_1STSGT_FULL88,icon_alien_rank_comm86,42181317,ranked_up_505,,,,,,505,505,,RANK_SGT_FULL_N,,0
505,comm1,42181317,100865,RANK_1STSGT,RANK_1STSGT_FULL89,icon_alien_rank_comm87,42282182,ranked_up_506,,,,,,506,506,,RANK_SGT_FULL_N,,0
506,comm1,42282182,100900,RANK_1STSGT,RANK_1STSGT_FULL90,icon_alien_rank_comm88,42383082,ranked_up_507,,,,,,507,507,,RANK_SGT_FULL_N,,0
507,comm1,42383082,100934,RANK_1STSGT,RANK_1STSGT_FULL91,icon_alien_rank_comm89,42484016,ranked_up_508,,,,,,508,508,,RANK_SGT_FULL_N,,0
508,comm1,42484016,100969,RANK_1STSGT,RANK_1STSGT_FULL92,icon_alien_rank_comm90,42584985,ranked_up_509,,,,,,509,509,,RANK_SGT_FULL_N,,0
509,comm1,42584985,101004,RANK_1STSGT,RANK_1STSGT_FULL93,icon_alien_rank_comm91,42685988,ranked_up_510,,,,,,510,510,,RANK_SGT_FULL_N,,0
510,comm1,42685988,101038,RANK_1STSGT,RANK_1STSGT_FULL94,icon_alien_rank_comm92,42787026,ranked_up_511,,,,,,511,511,,RANK_SGT_FULL_N,,0
511,comm1,42787026,101072,RANK_1STSGT,RANK_1STSGT_FULL95,icon_alien_rank_comm93,42888099,ranked_up_512,,,,,,512,512,,RANK_SGT_FULL_N,,0
512,comm1,42888099,101107,RANK_1STSGT,RANK_1STSGT_FULL96,icon_alien_rank_comm94,42989206,ranked_up_513,,,,,,513,513,,RANK_SGT_FULL_N,,0
513,comm1,42989206,101141,RANK_1STSGT,RANK_1STSGT_FULL97,icon_alien_rank_comm95,43090346,ranked_up_514,,,,,,514,514,,RANK_SGT_FULL_N,,0
514,comm1,43090346,101175,RANK_1STSGT,RANK_1STSGT_FULL98,icon_alien_rank_comm96,43191522,ranked_up_515,,,,,,515,515,,RANK_SGT_FULL_N,,0
515,comm1,43191522,101209,RANK_1STSGT,RANK_1STSGT_FULL99,icon_alien_rank_comm97,43292731,ranked_up_516,,,,,,516,516,,RANK_SGT_FULL_N,,0
516,comm1,43292731,101243,RANK_1STSGT,RANK_1STSGT_FULL100,icon_alien_rank_comm98,43393974,ranked_up_517,,,,,,517,517,,RANK_SGT_FULL_N,,0
517,comm1,43393974,101277,RANK_1STSGT,RANK_1STSGT_FULL101,icon_alien_rank_comm99,43495251,ranked_up_518,,,,,,518,518,,RANK_SGT_FULL_N,,0
518,comm1,43495251,101311,RANK_1STSGT,RANK_1STSGT_FULL102,icon_alien_rank_comm100,43596563,ranked_up_519,,,,,,519,519,,RANK_SGT_FULL_N,,0
519,comm1,43596563,101345,RANK_1STSGT,RANK_1STSGT_FULL103,icon_alien_rank_comm101,43697908,ranked_up_520,,,,,,520,520,,RANK_SGT_FULL_N,,0
520,comm1,43697908,101379,RANK_1STSGT,RANK_1STSGT_FULL104,icon_alien_rank_comm102,43799287,ranked_up_521,,,,,,521,521,,RANK_SGT_FULL_N,,0
521,comm1,43799287,101413,RANK_1STSGT,RANK_1STSGT_FULL105,icon_alien_rank_comm103,43900699,ranked_up_522,,,,,,522,522,,RANK_SGT_FULL_N,,0
522,comm1,43900699,101446,RANK_1STSGT,RANK_1STSGT_FULL106,icon_alien_rank_comm104,44002146,ranked_up_523,,,,,,523,523,,RANK_SGT_FULL_N,,0
523,comm1,44002146,101480,RANK_1STSGT,RANK_1STSGT_FULL107,icon_alien_rank_comm105,44103626,ranked_up_524,,,,,,524,524,,RANK_SGT_FULL_N,,0
524,comm1,44103626,101513,RANK_1STSGT,RANK_1STSGT_FULL108,icon_alien_rank_comm106,44205139,ranked_up_525,,,,,,525,525,,RANK_SGT_FULL_N,,0
525,comm1,44205139,101547,RANK_1STSGT,RANK_1STSGT_FULL109,icon_alien_rank_comm107,44306686,ranked_up_526,,,,,,526,526,,RANK_SGT_FULL_N,,0
526,comm1,44306686,101580,RANK_1STSGT,RANK_1STSGT_FULL110,icon_alien_rank_comm108,44408266,ranked_up_527,,,,,,527,527,,RANK_SGT_FULL_N,,0
527,comm1,44408266,101614,RANK_1STSGT,RANK_1STSGT_FULL111,icon_alien_rank_comm109,44509880,ranked_up_528,,,,,,528,528,,RANK_SGT_FULL_N,,0
528,comm1,44509880,101647,RANK_1STSGT,RANK_1STSGT_FULL112,icon_alien_rank_comm110,44611527,ranked_up_529,,,,,,529,529,,RANK_SGT_FULL_N,,0
529,comm1,44611527,101680,RANK_1STSGT,RANK_1STSGT_FULL113,icon_alien_rank_comm111,44713207,ranked_up_530,,,,,,530,530,,RANK_SGT_FULL_N,,0
530,comm1,44713207,101713,RANK_1STSGT,RANK_1STSGT_FULL114,icon_alien_rank_comm112,44814921,ranked_up_531,,,,,,531,531,,RANK_SGT_FULL_N,,0
531,comm1,44814921,101746,RANK_1STSGT,RANK_1STSGT_FULL115,icon_alien_rank_comm113,44916667,ranked_up_532,,,,,,532,532,,RANK_SGT_FULL_N,,0
532,comm1,44916667,101780,RANK_1STSGT,RANK_1STSGT_FULL116,icon_alien_rank_comm114,45018447,ranked_up_533,,,,,,533,533,,RANK_SGT_FULL_N,,0
533,comm1,45018447,101812,RANK_1STSGT,RANK_1STSGT_FULL117,icon_alien_rank_comm115,45120259,ranked_up_534,,,,,,534,534,,RANK_SGT_FULL_N,,0
534,comm1,45120259,101845,RANK_1STSGT,RANK_1STSGT_FULL118,icon_alien_rank_comm116,45222104,ranked_up_535,,,,,,535,535,,RANK_SGT_FULL_N,,0
535,comm1,45222104,101878,RANK_1STSGT,RANK_1STSGT_FULL119,icon_alien_rank_comm117,45323983,ranked_up_536,,,,,,536,536,,RANK_SGT_FULL_N,,0
536,comm1,45323983,101911,RANK_1STSGT,RANK_1STSGT_FULL120,icon_alien_rank_comm118,45425894,ranked_up_537,,,,,,537,537,,RANK_SGT_FULL_N,,0
537,comm1,45425894,101944,RANK_1STSGT,RANK_1STSGT_FULL121,icon_alien_rank_comm119,45527838,ranked_up_538,,,,,,538,538,,RANK_SGT_FULL_N,,0
538,comm1,45527838,101976,RANK_1STSGT,RANK_1STSGT_FULL122,icon_alien_rank_comm120,45629814,ranked_up_539,,,,,,539,539,,RANK_SGT_FULL_N,,0
539,comm1,45629814,102009,RANK_1STSGT,RANK_1STSGT_FULL123,icon_alien_rank_comm121,45731823,ranked_up_540,,,,,,540,540,,RANK_SGT_FULL_N,,0
540,comm1,45731823,102042,RANK_1STSGT,RANK_1STSGT_FULL124,icon_alien_rank_comm122,45833865,ranked_up_541,,,,,,541,541,,RANK_SGT_FULL_N,,0
541,comm1,45833865,102074,RANK_1STSGT,RANK_1STSGT_FULL125,icon_alien_rank_comm123,45935939,ranked_up_542,,,,,,542,542,,RANK_SGT_FULL_N,,0
542,comm1,45935939,102107,RANK_1STSGT,RANK_1STSGT_FULL126,icon_alien_rank_comm124,46038045,ranked_up_543,,,,,,543,543,,RANK_SGT_FULL_N,,0
543,comm1,46038045,102139,RANK_1STSGT,RANK_1STSGT_FULL127,icon_alien_rank_comm125,46140184,ranked_up_544,,,,,,544,544,,RANK_SGT_FULL_N,,0
544,comm1,46140184,102171,RANK_1STSGT,RANK_1STSGT_FULL128,icon_alien_rank_comm126,46242355,ranked_up_545,,,,,,545,545,,RANK_SGT_FULL_N,,0
545,comm1,46242355,102203,RANK_1STSGT,RANK_1STSGT_FULL129,icon_alien_rank_comm127,46344559,ranked_up_546,,,,,,546,546,,RANK_SGT_FULL_N,,0
546,comm1,46344559,102236,RANK_1STSGT,RANK_1STSGT_FULL130,icon_alien_rank_comm128,46446795,ranked_up_547,,,,,,547,547,,RANK_SGT_FULL_N,,0
547,comm1,46446795,102268,RANK_1STSGT,RANK_1STSGT_FULL131,icon_alien_rank_comm129,46549062,ranked_up_548,,,,,,548,548,,RANK_SGT_FULL_N,,0
548,comm1,46549062,102300,RANK_1STSGT,RANK_1STSGT_FULL132,icon_alien_rank_comm130,46651362,ranked_up_549,,,,,,549,549,,RANK_SGT_FULL_N,,0
549,comm1,46651362,102332,RANK_1STSGT,RANK_1STSGT_FULL133,icon_alien_rank_comm131,46753694,ranked_up_550,,,,,,550,550,,RANK_SGT_FULL_N,,0
550,comm1,46753694,102364,RANK_1STSGT,RANK_1STSGT_FULL134,icon_alien_rank_comm132,46856058,ranked_up_551,,,,,,551,551,,RANK_SGT_FULL_N,,0
551,comm1,46856058,102396,RANK_1STSGT,RANK_1STSGT_FULL135,icon_alien_rank_comm133,46958454,ranked_up_552,,,,,,552,552,,RANK_SGT_FULL_N,,0
552,comm1,46958454,102428,RANK_1STSGT,RANK_1STSGT_FULL136,icon_alien_rank_comm134,47060881,ranked_up_553,,,,,,553,553,,RANK_SGT_FULL_N,,0
553,comm1,47060881,102459,RANK_1STSGT,RANK_1STSGT_FULL137,icon_alien_rank_comm135,47163341,ranked_up_554,,,,,,554,554,,RANK_SGT_FULL_N,,0
554,comm1,47163341,102491,RANK_1STSGT,RANK_1STSGT_FULL138,icon_alien_rank_comm136,47265832,ranked_up_555,,,,,,555,555,,RANK_SGT_FULL_N,,0
555,comm1,47265832,102523,RANK_1STSGT,RANK_1STSGT_FULL139,icon_alien_rank_comm137,47368355,ranked_up_556,,,,,,556,556,,RANK_SGT_FULL_N,,0
556,comm1,47368355,102554,RANK_1STSGT,RANK_1STSGT_FULL140,icon_alien_rank_comm138,47470909,ranked_up_557,,,,,,557,557,,RANK_SGT_FULL_N,,0
557,comm1,47470909,102586,RANK_1STSGT,RANK_1STSGT_FULL141,icon_alien_rank_comm139,47573495,ranked_up_558,,,,,,558,558,,RANK_SGT_FULL_N,,0
558,comm1,47573495,102617,RANK_1STSGT,RANK_1STSGT_FULL142,icon_alien_rank_comm140,47676112,ranked_up_559,,,,,,559,559,,RANK_SGT_FULL_N,,0
559,comm1,47676112,102649,RANK_1STSGT,RANK_1STSGT_FULL143,icon_alien_rank_comm141,47778761,ranked_up_560,,,,,,560,560,,RANK_SGT_FULL_N,,0
560,comm1,47778761,102680,RANK_1STSGT,RANK_1STSGT_FULL144,icon_alien_rank_comm142,47881442,ranked_up_561,,,,,,561,561,,RANK_SGT_FULL_N,,0
561,comm1,47881442,102712,RANK_1STSGT,RANK_1STSGT_FULL145,icon_alien_rank_comm143,47984153,ranked_up_562,,,,,,562,562,,RANK_SGT_FULL_N,,0
562,comm1,47984153,102743,RANK_1STSGT,RANK_1STSGT_FULL146,icon_alien_rank_comm144,48086896,ranked_up_563,,,,,,563,563,,RANK_SGT_FULL_N,,0
563,comm1,48086896,102774,RANK_1STSGT,RANK_1STSGT_FULL147,icon_alien_rank_comm145,48189670,ranked_up_564,,,,,,564,564,,RANK_SGT_FULL_N,,0
564,comm1,48189670,102805,RANK_1STSGT,RANK_1STSGT_FULL148,icon_alien_rank_comm146,48292476,ranked_up_565,,,,,,565,565,,RANK_SGT_FULL_N,,0
565,comm1,48292476,102836,RANK_1STSGT,RANK_1STSGT_FULL149,icon_alien_rank_comm147,48395312,ranked_up_566,,,,,,566,566,,RANK_SGT_FULL_N,,0
566,comm1,48395312,102867,RANK_1STSGT,RANK_1STSGT_FULL150,icon_alien_rank_comm148,48498180,ranked_up_567,,,,,,567,567,,RANK_SGT_FULL_N,,0
567,comm1,48498180,102898,RANK_1STSGT,RANK_1STSGT_FULL151,icon_alien_rank_comm149,48601078,ranked_up_568,,,,,,568,568,,RANK_SGT_FULL_N,,0
568,comm1,48601078,102929,RANK_1STSGT,RANK_1STSGT_FULL152,icon_alien_rank_comm150,48704008,ranked_up_569,,,,,,569,569,,RANK_SGT_FULL_N,,0
569,comm1,48704008,102960,RANK_1STSGT,RANK_1STSGT_FULL153,icon_alien_rank_comm151,48806968,ranked_up_570,,,,,,570,570,,RANK_SGT_FULL_N,,0
570,comm1,48806968,102991,RANK_1STSGT,RANK_1STSGT_FULL154,icon_alien_rank_comm152,48909959,ranked_up_571,,,,,,571,571,,RANK_SGT_FULL_N,,0
571,comm1,48909959,103022,RANK_1STSGT,RANK_1STSGT_FULL155,icon_alien_rank_comm153,49012981,ranked_up_572,,,,,,572,572,,RANK_SGT_FULL_N,,0
572,comm1,49012981,103053,RANK_1STSGT,RANK_1STSGT_FULL156,icon_alien_rank_comm154,49116034,ranked_up_573,,,,,,573,573,,RANK_SGT_FULL_N,,0
573,comm1,49116034,103083,RANK_1STSGT,RANK_1STSGT_FULL157,icon_alien_rank_comm155,49219117,ranked_up_574,,,,,,574,574,,RANK_SGT_FULL_N,,0
574,comm1,49219117,103114,RANK_1STSGT,RANK_1STSGT_FULL158,icon_alien_rank_comm156,49322231,ranked_up_575,,,,,,575,575,,RANK_SGT_FULL_N,,0
575,comm1,49322231,103145,RANK_1STSGT,RANK_1STSGT_FULL159,icon_alien_rank_comm157,49425376,ranked_up_576,,,,,,576,576,,RANK_SGT_FULL_N,,0
576,comm1,49425376,103175,RANK_1STSGT,RANK_1STSGT_FULL160,icon_alien_rank_comm158,49528551,ranked_up_577,,,,,,577,577,,RANK_SGT_FULL_N,,0
577,comm1,49528551,103206,RANK_1STSGT,RANK_1STSGT_FULL161,icon_alien_rank_comm159,49631756,ranked_up_578,,,,,,578,578,,RANK_SGT_FULL_N,,0
578,comm1,49631756,103236,RANK_1STSGT,RANK_1STSGT_FULL162,icon_alien_rank_comm160,49734992,ranked_up_579,,,,,,579,579,,RANK_SGT_FULL_N,,0
579,comm1,49734992,103266,RANK_1STSGT,RANK_1STSGT_FULL163,icon_alien_rank_comm161,49838259,ranked_up_580,,,,,,580,580,,RANK_SGT_FULL_N,,0
580,comm1,49838259,103297,RANK_1STSGT,RANK_1STSGT_FULL164,icon_alien_rank_comm162,49941555,ranked_up_581,,,,,,581,581,,RANK_SGT_FULL_N,,0
581,comm1,49941555,103327,RANK_1STSGT,RANK_1STSGT_FULL165,icon_alien_rank_comm163,50044882,ranked_up_582,,,,,,582,582,,RANK_SGT_FULL_N,,0
582,comm1,50044882,103357,RANK_1STSGT,RANK_1STSGT_FULL166,icon_alien_rank_comm164,50148239,ranked_up_583,,,,,,583,583,,RANK_SGT_FULL_N,,0
583,comm1,50148239,103387,RANK_1STSGT,RANK_1STSGT_FULL167,icon_alien_rank_comm165,50251627,ranked_up_584,,,,,,584,584,,RANK_SGT_FULL_N,,0
584,comm1,50251627,103417,RANK_1STSGT,RANK_1STSGT_FULL168,icon_alien_rank_comm166,50355044,ranked_up_585,,,,,,585,585,,RANK_SGT_FULL_N,,0
585,comm1,50355044,103447,RANK_1STSGT,RANK_1STSGT_FULL169,icon_alien_rank_comm167,50458492,ranked_up_586,,,,,,586,586,,RANK_SGT_FULL_N,,0
586,comm1,50458492,103477,RANK_1STSGT,RANK_1STSGT_FULL170,icon_alien_rank_comm168,50561969,ranked_up_587,,,,,,587,587,,RANK_SGT_FULL_N,,0
587,comm1,50561969,103507,RANK_1STSGT,RANK_1STSGT_FULL171,icon_alien_rank_comm169,50665476,ranked_up_588,,,,,,588,588,,RANK_SGT_FULL_N,,0
588,comm1,50665476,103537,RANK_1STSGT,RANK_1STSGT_FULL172,icon_alien_rank_comm170,50769014,ranked_up_589,,,,,,589,589,,RANK_SGT_FULL_N,,0
589,comm1,50769014,103567,RANK_1STSGT,RANK_1STSGT_FULL173,icon_alien_rank_comm171,50872581,ranked_up_590,,,,,,590,590,,RANK_SGT_FULL_N,,0
590,comm1,50872581,103597,RANK_1STSGT,RANK_1STSGT_FULL174,icon_alien_rank_comm172,50976178,ranked_up_591,,,,,,591,591,,RANK_SGT_FULL_N,,0
591,comm1,50976178,103627,RANK_1STSGT,RANK_1STSGT_FULL175,icon_alien_rank_comm173,51079805,ranked_up_592,,,,,,592,592,,RANK_SGT_FULL_N,,0
592,comm1,51079805,103656,RANK_1STSGT,RANK_1STSGT_FULL176,icon_alien_rank_comm174,51183461,ranked_up_593,,,,,,593,593,,RANK_SGT_FULL_N,,0
593,comm1,51183461,103686,RANK_1STSGT,RANK_1STSGT_FULL177,icon_alien_rank_comm175,51287147,ranked_up_594,,,,,,594,594,,RANK_SGT_FULL_N,,0
594,comm1,51287147,103716,RANK_1STSGT,RANK_1STSGT_FULL178,icon_alien_rank_comm176,51390863,ranked_up_595,,,,,,595,595,,RANK_SGT_FULL_N,,0
595,comm1,51390863,103745,RANK_1STSGT,RANK_1STSGT_FULL179,icon_alien_rank_comm177,51494608,ranked_up_596,,,,,,596,596,,RANK_SGT_FULL_N,,0
596,comm1,51494608,103775,RANK_1STSGT,RANK_1STSGT_FULL180,icon_alien_rank_comm178,51598382,ranked_up_597,,,,,,597,597,,RANK_SGT_FULL_N,,0
597,comm1,51598382,103804,RANK_1STSGT,RANK_1STSGT_FULL181,icon_alien_rank_comm179,51702187,ranked_up_598,,,,,,598,598,,RANK_SGT_FULL_N,,0
598,comm1,51702187,103834,RANK_1STSGT,RANK_1STSGT_FULL182,icon_alien_rank_comm180,51806020,ranked_up_599,,,,,,599,599,,RANK_SGT_FULL_N,,0
599,comm1,51806020,103863,RANK_1STSGT,RANK_1STSGT_FULL183,icon_alien_rank_comm181,51909883,ranked_up_600,,,,,,600,600,,RANK_SGT_FULL_N,,0
600,comm1,51909883,103892,RANK_1STSGT,RANK_1STSGT_FULL184,icon_alien_rank_comm182,52013775,ranked_up_601,,,,,,601,601,,RANK_SGT_FULL_N,,0
601,comm1,52013775,103921,RANK_1STSGT,RANK_1STSGT_FULL185,icon_alien_rank_comm183,52117697,ranked_up_602,,,,,,602,602,,RANK_SGT_FULL_N,,0
602,comm1,52117697,103951,RANK_1STSGT,RANK_1STSGT_FULL186,icon_alien_rank_comm184,52221647,ranked_up_603,,,,,,603,603,,RANK_SGT_FULL_N,,0
603,comm1,52221647,103980,RANK_1STSGT,RANK_1STSGT_FULL187,icon_alien_rank_comm185,52325627,ranked_up_604,,,,,,604,604,,RANK_SGT_FULL_N,,0
604,comm1,52325627,104009,RANK_1STSGT,RANK_1STSGT_FULL188,icon_alien_rank_comm186,52429636,ranked_up_605,,,,,,605,605,,RANK_SGT_FULL_N,,0
605,comm1,52429636,104038,RANK_1STSGT,RANK_1STSGT_FULL189,icon_alien_rank_comm187,52533674,ranked_up_606,,,,,,606,606,,RANK_SGT_FULL_N,,0
606,comm1,52533674,104067,RANK_1STSGT,RANK_1STSGT_FULL190,icon_alien_rank_comm188,52637741,ranked_up_607,,,,,,607,607,,RANK_SGT_FULL_N,,0
607,comm1,52637741,104096,RANK_1STSGT,RANK_1STSGT_FULL191,icon_alien_rank_comm189,52741837,ranked_up_608,,,,,,608,608,,RANK_SGT_FULL_N,,0
608,comm1,52741837,104125,RANK_1STSGT,RANK_1STSGT_FULL192,icon_alien_rank_comm190,52845962,ranked_up_609,,,,,,609,609,,RANK_SGT_FULL_N,,0
609,comm1,52845962,104154,RANK_1STSGT,RANK_1STSGT_FULL193,icon_alien_rank_comm191,52950116,ranked_up_610,,,,,,610,610,,RANK_SGT_FULL_N,,0
610,comm1,52950116,104183,RANK_1STSGT,RANK_1STSGT_FULL194,icon_alien_rank_comm192,53054298,ranked_up_611,,,,,,611,611,,RANK_SGT_FULL_N,,0
611,comm1,53054298,104211,RANK_1STSGT,RANK_1STSGT_FULL195,icon_alien_rank_comm193,53158510,ranked_up_612,,,,,,612,612,,RANK_SGT_FULL_N,,0
612,comm1,53158510,104240,RANK_1STSGT,RANK_1STSGT_FULL196,icon_alien_rank_comm194,53262750,ranked_up_613,,,,,,613,613,,RANK_SGT_FULL_N,,0
613,comm1,53262750,104269,RANK_1STSGT,RANK_1STSGT_FULL197,icon_alien_rank_comm195,53367018,ranked_up_614,,,,,,614,614,,RANK_SGT_FULL_N,,0
614,comm1,53367018,104297,RANK_1STSGT,RANK_1STSGT_FULL198,icon_alien_rank_comm196,53471316,ranked_up_615,,,,,,615,615,,RANK_SGT_FULL_N,,0
615,comm1,53471316,104326,RANK_1STSGT,RANK_1STSGT_FULL199,icon_alien_rank_comm197,53575642,ranked_up_616,,,,,,616,616,,RANK_SGT_FULL_N,,0
616,comm1,53575642,104355,RANK_1STSGT,RANK_1STSGT_FULL200,icon_alien_rank_comm198,53679996,ranked_up_617,,,,,,617,617,,RANK_SGT_FULL_N,,0
617,comm1,53679996,104383,RANK_1STSGT,RANK_1STSGT_FULL201,icon_alien_rank_comm199,53784379,ranked_up_618,,,,,,618,618,,RANK_SGT_FULL_N,,0
