349,,undermount,,firetypeselectorsingle,scope,,,,,,FALSE,,,0,0,0,0,0,veteran,weapon_missing_image
350,,undermount,ATTACHMENTS_AKIMBO,akimbofmgburst,akimbo,attachment_icon_slot_akimbo,ATTACHMENTS_DESC_AKIMBO,PERKS_AKIMBO,,,FALSE,,,-10,20,0,10,0,veteran,attachment_icon_showcase_akimbo
351,,rail,,lmg03lscope_zoom,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
352,,rail,,longshotlscope_burst,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
353,,undermount,ATTACHMENTS_SHOTGUN,shotgunlongshot_burst,shotgunlongshot,,,,,,FALSE,,,0,10,0,0,0,veteran,
354,,rail,ATTACHMENTS_ACOG_SCOPE,acogm4selector,acog,attachment_icon_slot_acog,ATTACHMENTS_ENHANCED_ZOOM_ACOG_SCOPE,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,6,0,8,0,0,regular|hardened|veteran,attachment_icon_showcase_acog
355,,rail,ATTACHMENTS_ELO,elom4selector,elo,attachment_icon_slot_elosight,ATTACHMENTS_DESC_ELO,PERKS_COMPLETE_THE_MARKSMAN,,,TRUE,,,3,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_elosight
356,,unique,ATTACHMENTS_XMAGS,xmagsg18r,xmags,attachment_icon_slot_extendedmags,ATTACHMENTS_DESC_XMAGS,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,attachment_icon_showcase_extendedmags
357,,undermount,,gltacburst_regen,gl,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
358,,undermount,,glmp28_smoke,gl,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
359,,rail,,vrl2scope,scope,,,,,,FALSE,,,0,0,0,0,0,regular|hardened|veteran,weapon_missing_image
